age.grp,year,prop.PCV7,prop.PCV13,prop.PCV15,prop.PCV20,prop.PPV23,prop.V116,prop.PCV13_not7,prop.PCV15s_not13,prop.PCV20s_not15,prop.V116s_notPPV23s,prop.notVT,prop.V116s_notPCV20s,prop.PPV23_not13,prop.V116_only,prop.PPV23s_not20,prop.st8,total,PCV7s,PCV13s,PCV15s,PCV20s,PPV23s,V116s,PCV13s_not7,PCV15s_not13,PCV20s_not15,V116s_notPPV23s,not_VT,V116s_notPCV20s,PPV23s_not13,V116_only,PPV23s_not20,st8
0-1M,2002,0.6,0.6,0.6,0.8,0.8,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.0,5,3,3,3,4,4,1,0,0,1,0,1,0,1,0,0,0
0-1M,2003,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4,3,3,3,3,3,0,0,0,0,0,1,0,0,0,0,0
0-1M,2004,0.25,0.417,0.417,0.5,0.5,0.333,0.167,0.0,0.083,0.083,0.417,0.083,0.083,0.083,0.0,0.0,12,3,5,5,6,6,4,2,0,1,1,5,1,1,1,0,0
0-1M,2005,0.667,0.889,0.889,0.889,0.889,0.111,0.222,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0.0,9,6,8,8,8,8,1,2,0,0,0,1,0,0,0,0,0
0-1M,2006,0.5,0.875,0.875,0.875,0.875,0.375,0.375,0.0,0.0,0.125,0.0,0.125,0.0,0.125,0.0,0.0,8,4,7,7,7,7,3,3,0,0,1,0,1,0,1,0,0
0-1M,2007,0.333,0.5,0.5,0.833,0.833,0.5,0.167,0.0,0.333,0.0,0.167,0.0,0.333,0.0,0.0,0.0,6,2,3,3,5,5,3,1,0,2,0,1,0,2,0,0,0
0-1M,2008,0.2,0.6,0.6,0.6,0.6,0.4,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,5,1,3,3,3,3,2,2,0,0,0,2,0,0,0,0,0
0-1M,2009,0.125,0.625,0.625,0.875,0.75,0.75,0.5,0.0,0.25,0.125,0.125,0.0,0.25,0.0,0.0,0.125,8,1,5,5,7,6,6,4,0,2,1,1,0,2,0,0,1
0-1M,2010,0.0,0.25,0.5,0.5,0.5,0.75,0.25,0.25,0.0,0.25,0.25,0.25,0.25,0.25,0.0,0.0,4,0,1,2,2,2,3,1,1,0,1,1,1,1,1,0,0
0-1M,2011,0.0,0.0,0.25,0.5,0.5,0.75,0.0,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.0,0.0,4,0,0,1,2,2,3,0,1,1,1,1,1,2,1,0,0
0-1M,2012,0.0,0.5,0.5,0.5,0.5,0.75,0.5,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,4,0,2,2,2,2,3,2,0,0,1,1,1,0,1,0,0
0-1M,2013,0.0,0.667,0.667,0.667,0.667,0.833,0.667,0.0,0.0,0.167,0.167,0.167,0.0,0.167,0.0,0.0,6,0,4,4,4,4,5,4,0,0,1,1,1,0,1,0,0
0-1M,2014,0.125,0.5,0.5,0.5,0.5,0.5,0.375,0.0,0.0,0.125,0.375,0.125,0.0,0.125,0.0,0.0,8,1,4,4,4,4,4,3,0,0,1,3,1,0,1,0,0
0-1M,2015,0.167,0.333,0.333,0.333,0.333,0.5,0.167,0.0,0.0,0.333,0.333,0.333,0.0,0.333,0.0,0.0,6,1,2,2,2,2,3,1,0,0,2,2,2,0,2,0,0
0-1M,2016,0.25,0.583,0.583,0.667,0.75,0.5,0.333,0.0,0.083,0.0,0.25,0.083,0.167,0.0,0.083,0.0,12,3,7,7,8,9,6,4,0,1,0,3,1,2,0,1,0
0-1M,2017,0.214,0.429,0.429,0.571,0.571,0.357,0.214,0.0,0.143,0.071,0.357,0.071,0.143,0.071,0.0,0.071,14,3,6,6,8,8,5,3,0,2,1,5,1,2,1,0,1
0-1M,2018,0.1,0.4,0.5,0.65,0.65,0.6,0.3,0.1,0.15,0.1,0.25,0.1,0.25,0.1,0.0,0.05,20,2,8,10,13,13,12,6,2,3,2,5,2,5,2,0,1
0-1M,2019,0.125,0.5,0.625,0.625,0.625,0.625,0.375,0.125,0.0,0.125,0.25,0.125,0.125,0.125,0.0,0.0,16,2,8,10,10,10,10,6,2,0,2,4,2,2,2,0,0
0-1M,2020,0.25,0.417,0.417,0.417,0.417,0.333,0.167,0.0,0.0,0.167,0.417,0.167,0.0,0.167,0.0,0.0,12,3,5,5,5,5,4,2,0,0,2,5,2,0,2,0,0
0-1M,2021,0.125,0.25,0.25,0.375,0.5,0.5,0.125,0.0,0.125,0.125,0.375,0.25,0.25,0.125,0.125,0.0,8,1,2,2,3,4,4,1,0,1,1,3,2,2,1,1,0
0-1M,2022,0.375,0.375,0.75,0.75,0.75,0.375,0.0,0.375,0.0,0.0,0.25,0.0,0.375,0.0,0.0,0.0,8,3,3,6,6,6,3,0,3,0,0,2,0,3,0,0,0
0-1M,2023,0.167,0.25,0.25,0.417,0.417,0.417,0.083,0.0,0.167,0.167,0.417,0.167,0.167,0.167,0.0,0.0,12,2,3,3,5,5,5,1,0,2,2,5,2,2,2,0,0
1-4,2002,0.801,0.855,0.857,0.861,0.842,0.058,0.054,0.002,0.004,0.018,0.139,0.0,0.005,0.0,0.0,0.0,552,442,472,473,475,465,32,30,1,2,10,77,0,3,0,0,0
1-4,2003,0.794,0.853,0.868,0.874,0.851,0.081,0.06,0.015,0.006,0.032,0.117,0.009,0.021,0.009,0.0,0.0,470,373,401,408,411,400,38,28,7,3,15,55,4,10,4,0,0
1-4,2004,0.841,0.916,0.927,0.929,0.91,0.096,0.075,0.01,0.002,0.029,0.061,0.01,0.015,0.008,0.002,0.0,477,401,437,442,443,434,46,36,5,1,14,29,5,7,4,1,0
1-4,2005,0.652,0.833,0.838,0.853,0.814,0.206,0.181,0.005,0.015,0.059,0.127,0.02,0.025,0.015,0.005,0.0,204,133,170,171,174,166,42,37,1,3,12,26,4,5,3,1,0
1-4,2006,0.432,0.746,0.788,0.839,0.78,0.398,0.314,0.042,0.051,0.102,0.119,0.042,0.093,0.042,0.0,0.008,118,51,88,93,99,92,47,37,5,6,12,14,5,11,5,0,1
1-4,2007,0.13,0.623,0.71,0.772,0.765,0.679,0.494,0.086,0.062,0.08,0.154,0.074,0.16,0.062,0.012,0.006,162,21,101,115,125,124,110,80,14,10,13,25,12,26,10,2,1
1-4,2008,0.114,0.646,0.691,0.737,0.743,0.686,0.531,0.046,0.046,0.08,0.177,0.086,0.103,0.074,0.011,0.006,175,20,113,121,129,130,120,93,8,8,14,31,15,18,13,2,1
1-4,2009,0.07,0.69,0.722,0.766,0.753,0.703,0.62,0.032,0.044,0.063,0.184,0.051,0.082,0.044,0.006,0.0,158,11,109,114,121,119,111,98,5,7,10,29,8,13,7,1,0
1-4,2010,0.044,0.67,0.731,0.775,0.78,0.78,0.626,0.06,0.044,0.093,0.126,0.099,0.115,0.088,0.011,0.005,182,8,122,133,141,142,142,114,11,8,17,23,18,21,16,2,1
1-4,2011,0.028,0.695,0.734,0.774,0.768,0.746,0.667,0.04,0.04,0.085,0.147,0.079,0.079,0.079,0.0,0.0,177,5,123,130,137,136,132,118,7,7,15,26,14,14,14,0,0
1-4,2012,0.063,0.563,0.656,0.719,0.719,0.75,0.5,0.094,0.063,0.148,0.133,0.148,0.156,0.148,0.0,0.0,128,8,72,84,92,92,96,64,12,8,19,17,19,20,19,0,0
1-4,2013,0.037,0.375,0.463,0.625,0.647,0.772,0.338,0.088,0.162,0.213,0.14,0.235,0.272,0.213,0.022,0.007,136,5,51,63,85,88,105,46,12,22,29,19,32,37,29,3,1
1-4,2014,0.066,0.412,0.463,0.596,0.596,0.699,0.346,0.051,0.132,0.221,0.184,0.221,0.191,0.213,0.007,0.0,136,9,56,63,81,81,95,47,7,18,30,25,30,26,29,1,0
1-4,2015,0.136,0.407,0.441,0.508,0.542,0.534,0.271,0.034,0.068,0.161,0.297,0.195,0.136,0.161,0.034,0.0,118,16,48,52,60,64,63,32,4,8,19,35,23,16,19,4,0
1-4,2016,0.09,0.372,0.449,0.5,0.526,0.654,0.282,0.077,0.051,0.237,0.237,0.256,0.16,0.231,0.032,0.0,156,14,58,70,78,82,102,44,12,8,37,37,40,25,36,5,0
1-4,2017,0.07,0.367,0.387,0.462,0.492,0.513,0.296,0.02,0.075,0.116,0.392,0.146,0.126,0.116,0.03,0.005,199,14,73,77,92,98,102,59,4,15,23,78,29,25,23,6,1
1-4,2018,0.09,0.417,0.467,0.487,0.508,0.578,0.327,0.05,0.02,0.166,0.327,0.186,0.09,0.166,0.02,0.0,199,18,83,93,97,101,115,65,10,4,33,65,37,18,33,4,0
1-4,2019,0.086,0.459,0.505,0.555,0.568,0.627,0.373,0.045,0.05,0.164,0.268,0.177,0.109,0.164,0.014,0.0,220,19,101,111,122,125,138,82,10,11,36,59,39,24,36,3,0
1-4,2020,0.075,0.292,0.358,0.415,0.425,0.481,0.217,0.066,0.057,0.179,0.396,0.189,0.132,0.179,0.009,0.0,106,8,31,38,44,45,51,23,7,6,19,42,20,14,19,1,0
1-4,2021,0.065,0.315,0.375,0.473,0.489,0.505,0.25,0.06,0.098,0.141,0.37,0.158,0.174,0.141,0.016,0.0,184,12,58,69,87,90,93,46,11,18,26,68,29,32,26,3,0
1-4,2022,0.066,0.32,0.39,0.5,0.518,0.504,0.254,0.07,0.11,0.11,0.373,0.127,0.197,0.11,0.018,0.013,228,15,73,89,114,118,115,58,16,25,25,85,29,45,25,4,3
1-4,2023,0.068,0.296,0.416,0.528,0.556,0.552,0.228,0.12,0.112,0.116,0.328,0.144,0.26,0.116,0.028,0.02,250,17,74,104,132,139,138,57,30,28,29,82,36,65,29,7,5
15-24,2002,0.654,0.744,0.756,0.782,0.821,0.167,0.09,0.013,0.026,0.013,0.167,0.051,0.077,0.013,0.038,0.013,78,51,58,59,61,64,13,7,1,2,1,13,4,6,1,3,1
15-24,2003,0.652,0.73,0.764,0.798,0.775,0.18,0.079,0.034,0.034,0.056,0.169,0.034,0.079,0.022,0.011,0.011,89,58,65,68,71,69,16,7,3,3,5,15,3,7,2,1,1
15-24,2004,0.735,0.794,0.824,0.868,0.868,0.162,0.059,0.029,0.044,0.029,0.103,0.029,0.088,0.015,0.015,0.029,68,50,54,56,59,59,11,4,2,3,2,7,2,6,1,1,2
15-24,2005,0.511,0.689,0.689,0.756,0.689,0.289,0.178,0.0,0.067,0.111,0.2,0.044,0.067,0.044,0.0,0.067,45,23,31,31,34,31,13,8,0,3,5,9,2,3,2,0,3
15-24,2006,0.593,0.759,0.815,0.87,0.889,0.259,0.167,0.056,0.056,0.056,0.056,0.074,0.148,0.037,0.037,0.037,54,32,41,44,47,48,14,9,3,3,3,3,4,8,2,2,2
15-24,2007,0.268,0.683,0.732,0.805,0.78,0.39,0.415,0.049,0.073,0.049,0.171,0.024,0.122,0.024,0.0,0.049,41,11,28,30,33,32,16,17,2,3,2,7,1,5,1,0,2
15-24,2008,0.333,0.627,0.667,0.725,0.765,0.471,0.294,0.039,0.059,0.078,0.157,0.118,0.176,0.039,0.078,0.039,51,17,32,34,37,39,24,15,2,3,4,8,6,9,2,4,2
15-24,2009,0.167,0.685,0.722,0.815,0.833,0.648,0.519,0.037,0.093,0.037,0.13,0.056,0.148,0.037,0.019,0.074,54,9,37,39,44,45,35,28,2,5,2,7,3,8,2,1,4
15-24,2010,0.087,0.652,0.739,0.826,0.804,0.717,0.565,0.087,0.087,0.065,0.13,0.043,0.174,0.043,0.0,0.065,46,4,30,34,38,37,33,26,4,4,3,6,2,8,2,0,3
15-24,2011,0.053,0.632,0.702,0.772,0.807,0.772,0.579,0.07,0.07,0.053,0.14,0.088,0.175,0.053,0.035,0.07,57,3,36,40,44,46,44,33,4,4,3,8,5,10,3,2,4
15-24,2012,0.109,0.655,0.782,0.855,0.891,0.673,0.545,0.127,0.073,0.036,0.073,0.073,0.236,0.036,0.036,0.018,55,6,36,43,47,49,37,30,7,4,2,4,4,13,2,2,1
15-24,2013,0.133,0.533,0.6,0.633,0.667,0.633,0.4,0.067,0.033,0.167,0.167,0.2,0.133,0.167,0.033,0.0,30,4,16,18,19,20,19,12,2,1,5,5,6,4,5,1,0
15-24,2014,0.143,0.571,0.686,0.857,0.886,0.771,0.429,0.114,0.171,0.057,0.057,0.086,0.314,0.057,0.029,0.086,35,5,20,24,30,31,27,15,4,6,2,2,3,11,2,1,3
15-24,2015,0.214,0.5,0.536,0.679,0.714,0.643,0.286,0.036,0.143,0.179,0.107,0.214,0.214,0.179,0.036,0.036,28,6,14,15,19,20,18,8,1,4,5,3,6,6,5,1,1
15-24,2016,0.115,0.462,0.615,0.731,0.808,0.808,0.346,0.154,0.115,0.154,0.038,0.231,0.346,0.154,0.077,0.115,26,3,12,16,19,21,21,9,4,3,4,1,6,9,4,2,3
15-24,2017,0.222,0.472,0.528,0.694,0.75,0.611,0.25,0.056,0.167,0.083,0.167,0.139,0.278,0.083,0.056,0.111,36,8,17,19,25,27,22,9,2,6,3,6,5,10,3,2,4
15-24,2018,0.194,0.417,0.444,0.667,0.778,0.611,0.222,0.028,0.222,0.083,0.139,0.194,0.361,0.083,0.111,0.083,36,7,15,16,24,28,22,8,1,8,3,5,7,13,3,4,3
15-24,2019,0.098,0.317,0.439,0.756,0.805,0.78,0.22,0.122,0.317,0.073,0.122,0.122,0.488,0.073,0.049,0.195,41,4,13,18,31,33,32,9,5,13,3,5,5,20,3,2,8
15-24,2020,0.091,0.273,0.364,0.545,0.545,0.636,0.182,0.091,0.182,0.182,0.273,0.182,0.273,0.182,0.0,0.091,11,1,3,4,6,6,7,2,1,2,2,3,2,3,2,0,1
15-24,2021,0.138,0.276,0.345,0.621,0.759,0.655,0.138,0.069,0.276,0.069,0.172,0.207,0.483,0.069,0.138,0.207,29,4,8,10,18,22,19,4,2,8,2,5,6,14,2,4,6
15-24,2022,0.065,0.323,0.419,0.516,0.677,0.71,0.258,0.097,0.097,0.097,0.226,0.258,0.355,0.097,0.161,0.097,31,2,10,13,16,21,22,8,3,3,3,7,8,11,3,5,3
15-24,2023,0.258,0.452,0.516,0.71,0.71,0.484,0.194,0.065,0.194,0.065,0.226,0.065,0.258,0.065,0.0,0.161,31,8,14,16,22,22,15,6,2,6,2,7,2,8,2,0,5
2-3M,2002,0.778,1.0,1.0,1.0,1.0,0.222,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,9,9,9,9,2,2,0,0,0,0,0,0,0,0,0
2-3M,2003,0.667,0.778,0.778,0.889,0.889,0.222,0.111,0.0,0.111,0.0,0.111,0.0,0.111,0.0,0.0,0.0,9,6,7,7,8,8,2,1,0,1,0,1,0,1,0,0,0
2-3M,2004,0.455,0.727,0.818,0.909,0.818,0.455,0.273,0.091,0.091,0.091,0.091,0.0,0.182,0.0,0.0,0.0,11,5,8,9,10,9,5,3,1,1,1,1,0,2,0,0,0
2-3M,2005,0.222,0.667,0.667,0.667,0.667,0.333,0.444,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,9,2,6,6,6,6,3,4,0,0,0,3,0,0,0,0,0
2-3M,2006,0.6,0.8,0.8,0.8,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10,6,8,8,8,8,2,2,0,0,0,2,0,0,0,0,0
2-3M,2007,0.2,0.8,1.0,1.0,1.0,0.8,0.6,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5,1,4,5,5,5,4,3,1,0,0,0,0,1,0,0,0
2-3M,2008,0.143,0.429,0.571,0.571,0.714,0.857,0.286,0.143,0.0,0.286,0.0,0.429,0.286,0.286,0.143,0.0,7,1,3,4,4,5,6,2,1,0,2,0,3,2,2,1,0
2-3M,2009,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.0,4,1,2,2,2,3,2,1,0,0,0,1,1,1,0,1,0
2-3M,2010,0.1,0.6,0.6,0.7,0.7,0.7,0.5,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.0,10,1,6,6,7,7,7,5,0,1,1,2,1,1,1,0,0
2-3M,2011,0.2,0.867,0.867,0.867,0.867,0.733,0.667,0.0,0.0,0.067,0.067,0.067,0.0,0.067,0.0,0.0,15,3,13,13,13,13,11,10,0,0,1,1,1,0,1,0,0
2-3M,2012,0.0,0.6,0.6,0.6,0.4,1.0,0.6,0.0,0.0,0.6,0.0,0.4,0.0,0.4,0.0,0.0,5,0,3,3,3,2,5,3,0,0,3,0,2,0,2,0,0
2-3M,2013,0.6,1.0,1.0,1.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,5,5,5,5,2,2,0,0,0,0,0,0,0,0,0
2-3M,2014,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,1,1,2,2,2,1,0,1,0,0,0,0,1,0,0,0
2-3M,2015,0.4,0.6,0.8,0.8,1.0,0.6,0.2,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,5,2,3,4,4,5,3,1,1,0,0,0,1,2,0,1,0
2-3M,2016,0.0,0.125,0.25,0.5,0.5,0.5,0.125,0.125,0.25,0.125,0.375,0.125,0.375,0.125,0.0,0.0,8,0,1,2,4,4,4,1,1,2,1,3,1,3,1,0,0
2-3M,2017,0.125,0.25,0.25,0.375,0.375,0.25,0.125,0.0,0.125,0.0,0.625,0.0,0.125,0.0,0.0,0.0,8,1,2,2,3,3,2,1,0,1,0,5,0,1,0,0,0
2-3M,2018,0.375,0.5,0.75,0.875,0.875,0.5,0.125,0.25,0.125,0.0,0.125,0.0,0.375,0.0,0.0,0.0,8,3,4,6,7,7,4,1,2,1,0,1,0,3,0,0,0
2-3M,2019,0.333,0.667,0.667,0.667,0.667,0.333,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,6,2,4,4,4,4,2,2,0,0,0,2,0,0,0,0,0
2-3M,2020,0.333,0.333,0.333,0.667,0.667,0.667,0.0,0.0,0.333,0.333,0.0,0.333,0.333,0.333,0.0,0.0,3,1,1,1,2,2,2,0,0,1,1,0,1,1,1,0,0
2-3M,2021,0.091,0.182,0.364,0.545,0.545,0.545,0.091,0.182,0.182,0.091,0.364,0.091,0.364,0.091,0.0,0.182,11,1,2,4,6,6,6,1,2,2,1,4,1,4,1,0,2
2-3M,2022,0.0,0.0,0.0,0.667,0.667,0.333,0.0,0.0,0.667,0.0,0.333,0.0,0.667,0.0,0.0,0.0,3,0,0,0,2,2,1,0,0,2,0,1,0,2,0,0,0
2-3M,2023,0.25,0.25,0.5,0.75,0.75,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.5,0.0,0.0,0.0,4,1,1,2,3,3,2,0,1,1,0,1,0,2,0,0,0
25-49,2002,0.599,0.697,0.727,0.766,0.778,0.167,0.099,0.03,0.039,0.015,0.207,0.025,0.089,0.007,0.02,0.005,406,243,283,295,311,316,68,40,12,16,6,84,10,36,3,8,2
25-49,2003,0.611,0.704,0.767,0.814,0.808,0.208,0.093,0.063,0.047,0.022,0.17,0.016,0.115,0.011,0.005,0.022,365,223,257,280,297,295,76,34,23,17,8,62,6,42,4,2,8
25-49,2004,0.661,0.78,0.817,0.858,0.853,0.204,0.119,0.036,0.041,0.031,0.116,0.026,0.09,0.013,0.013,0.018,387,256,302,316,332,330,79,46,14,16,12,45,10,35,5,5,7
25-49,2005,0.624,0.761,0.801,0.847,0.838,0.229,0.138,0.04,0.046,0.04,0.122,0.031,0.107,0.009,0.021,0.015,327,204,249,262,277,274,75,45,13,15,13,40,10,35,3,7,5
25-49,2006,0.426,0.681,0.738,0.833,0.844,0.403,0.255,0.057,0.095,0.046,0.11,0.057,0.183,0.027,0.03,0.046,263,112,179,194,219,222,106,67,15,25,12,29,15,48,7,8,12
25-49,2007,0.279,0.609,0.696,0.775,0.801,0.504,0.33,0.087,0.08,0.047,0.152,0.072,0.203,0.036,0.036,0.022,276,77,168,192,214,221,139,91,24,22,13,42,20,56,10,10,6
25-49,2008,0.235,0.623,0.702,0.761,0.817,0.602,0.388,0.08,0.059,0.066,0.118,0.121,0.204,0.055,0.066,0.021,289,68,180,203,220,236,174,112,23,17,19,34,35,59,16,19,6
25-49,2009,0.178,0.638,0.714,0.808,0.826,0.62,0.46,0.076,0.094,0.036,0.138,0.054,0.196,0.029,0.025,0.043,276,49,176,197,223,228,171,127,21,26,10,38,15,54,8,7,12
25-49,2010,0.136,0.601,0.685,0.766,0.783,0.692,0.465,0.084,0.08,0.098,0.119,0.115,0.192,0.087,0.028,0.028,286,39,172,196,219,224,198,133,24,23,28,34,33,55,25,8,8
25-49,2011,0.071,0.63,0.714,0.773,0.789,0.755,0.559,0.084,0.059,0.084,0.127,0.099,0.168,0.075,0.025,0.028,322,23,203,230,249,254,243,180,27,19,27,41,32,54,24,8,9
25-49,2012,0.061,0.609,0.698,0.76,0.804,0.749,0.547,0.089,0.061,0.075,0.12,0.12,0.198,0.073,0.047,0.025,358,22,218,250,272,288,268,196,32,22,27,43,43,71,26,17,9
25-49,2013,0.091,0.561,0.66,0.747,0.789,0.754,0.47,0.098,0.088,0.102,0.109,0.144,0.228,0.102,0.042,0.042,285,26,160,188,213,225,215,134,28,25,29,31,41,65,29,12,12
25-49,2014,0.091,0.475,0.582,0.7,0.764,0.76,0.384,0.106,0.118,0.106,0.129,0.171,0.289,0.106,0.065,0.038,263,24,125,153,184,201,200,101,28,31,28,34,45,76,28,17,10
25-49,2015,0.064,0.382,0.495,0.636,0.732,0.814,0.318,0.114,0.141,0.159,0.109,0.255,0.355,0.155,0.1,0.073,220,14,84,109,140,161,179,70,25,31,35,24,56,78,34,22,16
25-49,2016,0.098,0.392,0.51,0.653,0.751,0.796,0.294,0.118,0.143,0.163,0.086,0.261,0.359,0.163,0.098,0.065,245,24,96,125,160,184,195,72,29,35,40,21,64,88,40,24,16
25-49,2017,0.097,0.349,0.45,0.591,0.703,0.751,0.253,0.1,0.141,0.156,0.141,0.268,0.353,0.156,0.112,0.056,269,26,94,121,159,189,202,68,27,38,42,38,72,95,42,30,15
25-49,2018,0.139,0.407,0.535,0.67,0.762,0.714,0.267,0.128,0.136,0.114,0.125,0.201,0.355,0.114,0.092,0.07,273,38,111,146,183,208,195,73,35,37,31,34,55,97,31,25,19
25-49,2019,0.135,0.44,0.528,0.681,0.766,0.713,0.305,0.089,0.152,0.099,0.135,0.181,0.33,0.096,0.089,0.06,282,38,124,149,192,216,201,86,25,43,28,38,51,93,27,25,17
25-49,2020,0.113,0.366,0.415,0.627,0.732,0.739,0.254,0.049,0.211,0.155,0.113,0.261,0.366,0.155,0.106,0.12,142,16,52,59,89,104,105,36,7,30,22,16,37,52,22,15,17
25-49,2021,0.17,0.375,0.511,0.67,0.727,0.676,0.205,0.136,0.159,0.142,0.131,0.199,0.352,0.142,0.057,0.074,176,30,66,90,118,128,119,36,24,28,25,23,35,62,25,10,13
25-49,2022,0.148,0.348,0.483,0.678,0.761,0.678,0.2,0.135,0.196,0.083,0.157,0.165,0.413,0.083,0.083,0.087,230,34,80,111,156,175,156,46,31,45,19,36,38,95,19,19,20
25-49,2023,0.13,0.348,0.468,0.672,0.729,0.702,0.217,0.12,0.204,0.124,0.147,0.181,0.385,0.12,0.06,0.13,299,39,104,140,201,218,210,65,36,61,37,44,54,115,36,18,39
4-5M,2002,0.7,0.75,0.8,0.8,0.8,0.1,0.05,0.05,0.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,20,14,15,16,16,16,2,1,1,0,0,4,0,1,0,0,0
