age.grp,year,prop.PCV7,prop.PCV13,prop.PCV15,prop.PCV20,prop.PPV23,prop.V116,prop.PCV13_not7,prop.PCV15s_not13,prop.PCV20s_not15,prop.V116s_notPPV23s,prop.notVT,prop.V116s_notPCV20s,prop.PPV23_not13,prop.V116_only,prop.PPV23s_not20,prop.st8,total,PCV7s,PCV13s,PCV15s,PCV20s,PPV23s,V116s,PCV13s_not7,PCV15s_not13,PCV20s_not15,V116s_notPPV23s,not_VT,V116s_notPCV20s,PPV23s_not13,V116_only,PPV23s_not20,st8
70-74,2004,0.558,0.696,0.754,0.826,0.79,0.268,0.138,0.058,0.072,0.065,0.145,0.029,0.145,0.014,0.014,0.014,138,77,96,104,114,109,37,19,8,10,9,20,4,20,2,2,2
70-74,2005,0.57,0.77,0.83,0.83,0.83,0.32,0.2,0.06,0.0,0.07,0.1,0.07,0.12,0.01,0.06,0.0,100,57,77,83,83,83,32,20,6,0,7,10,7,12,1,6,0
70-74,2006,0.388,0.675,0.75,0.813,0.763,0.45,0.288,0.075,0.063,0.125,0.113,0.075,0.175,0.038,0.038,0.0,80,31,54,60,65,61,36,23,6,5,10,9,6,14,3,3,0
70-74,2007,0.289,0.5,0.592,0.697,0.711,0.474,0.211,0.092,0.105,0.066,0.224,0.079,0.237,0.039,0.039,0.013,76,22,38,45,53,54,36,16,7,8,5,17,6,18,3,3,1
70-74,2008,0.143,0.51,0.633,0.694,0.673,0.653,0.367,0.122,0.061,0.153,0.173,0.122,0.224,0.092,0.041,0.01,98,14,50,62,68,66,64,36,12,6,15,17,12,22,9,4,1
70-74,2009,0.192,0.5,0.628,0.731,0.705,0.59,0.308,0.128,0.103,0.115,0.179,0.09,0.231,0.09,0.0,0.013,78,15,39,49,57,55,46,24,10,8,9,14,7,18,7,0,1
70-74,2010,0.151,0.477,0.628,0.663,0.64,0.593,0.326,0.151,0.035,0.14,0.221,0.116,0.198,0.105,0.012,0.012,86,13,41,54,57,55,51,28,13,3,12,19,10,17,9,1,1
70-74,2011,0.128,0.489,0.585,0.638,0.66,0.628,0.362,0.096,0.053,0.128,0.213,0.149,0.17,0.128,0.021,0.0,94,12,46,55,60,62,59,34,9,5,12,20,14,16,12,2,0
70-74,2012,0.12,0.41,0.56,0.6,0.65,0.66,0.29,0.15,0.04,0.16,0.19,0.21,0.24,0.16,0.05,0.0,100,12,41,56,60,65,66,29,15,4,16,19,21,24,16,5,0
70-74,2013,0.113,0.33,0.505,0.577,0.619,0.67,0.216,0.175,0.072,0.196,0.186,0.237,0.289,0.196,0.041,0.0,97,11,32,49,56,60,65,21,17,7,19,18,23,28,19,4,0
70-74,2014,0.079,0.303,0.449,0.528,0.551,0.764,0.225,0.146,0.079,0.326,0.124,0.348,0.247,0.326,0.022,0.0,89,7,27,40,47,49,68,20,13,7,29,11,31,22,29,2,0
70-74,2015,0.078,0.294,0.382,0.51,0.559,0.775,0.216,0.088,0.127,0.294,0.147,0.343,0.275,0.284,0.059,0.01,102,8,30,39,52,57,79,22,9,13,30,15,35,28,29,6,1
70-74,2016,0.153,0.371,0.46,0.565,0.605,0.694,0.218,0.089,0.105,0.266,0.129,0.306,0.242,0.258,0.048,0.016,124,19,46,57,70,75,86,27,11,13,33,16,38,30,32,6,2
70-74,2017,0.073,0.263,0.423,0.511,0.606,0.825,0.19,0.161,0.088,0.292,0.102,0.387,0.343,0.292,0.095,0.015,137,10,36,58,70,83,113,26,22,12,40,14,53,47,40,13,2
70-74,2018,0.1,0.321,0.429,0.543,0.6,0.714,0.221,0.107,0.114,0.257,0.143,0.314,0.279,0.257,0.057,0.0,140,14,45,60,76,84,100,31,15,16,36,20,44,39,36,8,0
70-74,2019,0.069,0.323,0.438,0.554,0.623,0.692,0.254,0.115,0.115,0.154,0.223,0.223,0.3,0.154,0.069,0.031,130,9,42,57,72,81,90,33,15,15,20,29,29,39,20,9,4
70-74,2020,0.113,0.306,0.435,0.565,0.645,0.71,0.194,0.129,0.129,0.226,0.129,0.306,0.339,0.226,0.081,0.0,62,7,19,27,35,40,44,12,8,8,14,8,19,21,14,5,0
70-74,2021,0.159,0.366,0.451,0.549,0.61,0.695,0.207,0.085,0.098,0.244,0.146,0.305,0.268,0.22,0.085,0.012,82,13,30,37,45,50,57,17,7,8,20,12,25,22,18,7,1
70-74,2022,0.082,0.227,0.3,0.445,0.536,0.609,0.145,0.073,0.145,0.191,0.273,0.282,0.309,0.191,0.091,0.018,110,9,25,33,49,59,67,16,8,16,21,30,31,34,21,10,2
70-74,2023,0.058,0.273,0.422,0.526,0.61,0.747,0.214,0.149,0.104,0.214,0.175,0.299,0.338,0.214,0.084,0.039,154,9,42,65,81,94,115,33,23,16,33,27,46,52,33,13,6
75-79,2002,0.57,0.688,0.727,0.758,0.75,0.219,0.117,0.039,0.031,0.039,0.211,0.031,0.086,0.016,0.016,0.0,128,73,88,93,97,96,28,15,5,4,5,27,4,11,2,2,0
75-79,2003,0.53,0.696,0.757,0.783,0.774,0.296,0.165,0.061,0.026,0.078,0.148,0.061,0.13,0.026,0.043,0.0,115,61,80,87,90,89,34,19,7,3,9,17,7,15,3,5,0
75-79,2004,0.689,0.82,0.877,0.902,0.885,0.238,0.131,0.057,0.025,0.049,0.066,0.033,0.098,0.016,0.016,0.008,122,84,100,107,110,108,29,16,7,3,6,8,4,12,2,2,1
75-79,2005,0.52,0.69,0.74,0.8,0.78,0.32,0.17,0.05,0.06,0.08,0.14,0.06,0.13,0.04,0.02,0.02,100,52,69,74,80,78,32,17,5,6,8,14,6,13,4,2,2
75-79,2006,0.416,0.646,0.735,0.832,0.761,0.434,0.23,0.088,0.097,0.124,0.115,0.053,0.204,0.035,0.018,0.027,113,47,73,83,94,86,49,26,10,11,14,13,6,23,4,2,3
75-79,2007,0.316,0.568,0.695,0.768,0.726,0.516,0.253,0.126,0.074,0.116,0.158,0.074,0.221,0.053,0.021,0.011,95,30,54,66,73,69,49,24,12,7,11,15,7,21,5,2,1
75-79,2008,0.183,0.548,0.667,0.731,0.656,0.645,0.366,0.118,0.065,0.194,0.151,0.118,0.194,0.108,0.011,0.0,93,17,51,62,68,61,60,34,11,6,18,14,11,18,10,1,0
75-79,2009,0.133,0.507,0.573,0.613,0.627,0.693,0.373,0.067,0.04,0.213,0.16,0.227,0.147,0.187,0.04,0.0,75,10,38,43,46,47,52,28,5,3,16,12,17,11,14,3,0
75-79,2010,0.07,0.423,0.535,0.577,0.606,0.62,0.352,0.113,0.042,0.113,0.282,0.141,0.197,0.099,0.042,0.0,71,5,30,38,41,43,44,25,8,3,8,20,10,14,7,3,0
75-79,2011,0.06,0.405,0.536,0.607,0.595,0.69,0.345,0.131,0.071,0.167,0.238,0.155,0.202,0.155,0.0,0.024,84,5,34,45,51,50,58,29,11,6,14,20,13,17,13,0,2
75-79,2012,0.063,0.411,0.509,0.571,0.625,0.688,0.348,0.098,0.063,0.134,0.241,0.188,0.214,0.134,0.054,0.018,112,7,46,57,64,70,77,39,11,7,15,27,21,24,15,6,2
75-79,2013,0.051,0.316,0.43,0.506,0.532,0.747,0.266,0.114,0.076,0.304,0.165,0.329,0.215,0.304,0.025,0.0,79,4,25,34,40,42,59,21,9,6,24,13,26,17,24,2,0
75-79,2014,0.095,0.286,0.464,0.512,0.583,0.762,0.19,0.179,0.048,0.274,0.143,0.345,0.298,0.274,0.071,0.024,84,8,24,39,43,49,64,16,15,4,23,12,29,25,23,6,2
75-79,2015,0.114,0.295,0.371,0.457,0.514,0.733,0.181,0.076,0.086,0.343,0.143,0.4,0.219,0.343,0.057,0.029,105,12,31,39,48,54,77,19,8,9,36,15,42,23,36,6,3
75-79,2016,0.081,0.232,0.364,0.505,0.576,0.677,0.152,0.131,0.141,0.212,0.212,0.283,0.343,0.212,0.071,0.02,99,8,23,36,50,57,67,15,13,14,21,21,28,34,21,7,2
75-79,2017,0.138,0.362,0.457,0.551,0.63,0.696,0.225,0.094,0.094,0.225,0.145,0.304,0.268,0.225,0.08,0.014,138,19,50,63,76,87,96,31,13,13,31,20,42,37,31,11,2
75-79,2018,0.085,0.271,0.364,0.434,0.519,0.713,0.186,0.093,0.07,0.287,0.194,0.372,0.264,0.271,0.101,0.0,129,11,35,47,56,67,92,24,12,9,37,25,48,34,35,13,0
75-79,2019,0.101,0.338,0.432,0.554,0.619,0.741,0.237,0.094,0.122,0.245,0.137,0.309,0.281,0.245,0.065,0.022,139,14,47,60,77,86,103,33,13,17,34,19,43,39,34,9,3
75-79,2020,0.088,0.263,0.386,0.491,0.579,0.702,0.175,0.123,0.105,0.228,0.193,0.316,0.316,0.228,0.088,0.053,57,5,15,22,28,33,40,10,7,6,13,11,18,18,13,5,3
75-79,2021,0.051,0.205,0.308,0.385,0.462,0.744,0.154,0.103,0.077,0.333,0.205,0.41,0.256,0.333,0.077,0.0,78,4,16,24,30,36,58,12,8,6,26,16,32,20,26,6,0
75-79,2022,0.154,0.333,0.463,0.561,0.626,0.593,0.179,0.13,0.098,0.179,0.195,0.244,0.293,0.179,0.065,0.008,123,19,41,57,69,77,73,22,16,12,22,24,30,36,22,8,1
75-79,2023,0.09,0.271,0.414,0.579,0.609,0.714,0.18,0.143,0.165,0.241,0.15,0.271,0.346,0.233,0.038,0.03,133,12,36,55,77,81,95,24,19,22,32,20,36,46,31,5,4
80-84,2002,0.597,0.687,0.731,0.769,0.761,0.209,0.09,0.045,0.037,0.06,0.179,0.052,0.097,0.037,0.015,0.007,134,80,92,98,103,102,28,12,6,5,8,24,7,13,5,2,1
80-84,2003,0.603,0.744,0.777,0.802,0.785,0.198,0.14,0.033,0.025,0.041,0.174,0.025,0.083,0.0,0.025,0.0,121,73,90,94,97,95,24,17,4,3,5,21,3,10,0,3,0
80-84,2004,0.632,0.737,0.789,0.842,0.825,0.228,0.105,0.053,0.053,0.053,0.123,0.035,0.123,0.018,0.018,0.0,114,72,84,90,96,94,26,12,6,6,6,14,4,14,2,2,0
80-84,2005,0.589,0.779,0.832,0.863,0.832,0.274,0.189,0.053,0.032,0.042,0.126,0.011,0.095,0.0,0.011,0.021,95,56,74,79,82,79,26,18,5,3,4,12,1,9,0,1,2
80-84,2006,0.478,0.644,0.744,0.789,0.778,0.389,0.167,0.1,0.044,0.122,0.1,0.111,0.167,0.089,0.022,0.0,90,43,58,67,71,70,35,15,9,4,11,9,10,15,8,2,0
80-84,2007,0.368,0.684,0.779,0.8,0.789,0.505,0.316,0.095,0.021,0.116,0.095,0.105,0.168,0.053,0.053,0.011,95,35,65,74,76,75,48,30,9,2,11,9,10,16,5,5,1
80-84,2008,0.189,0.491,0.604,0.708,0.679,0.632,0.302,0.113,0.104,0.198,0.123,0.17,0.226,0.16,0.009,0.009,106,20,52,64,75,72,67,32,12,11,21,13,18,24,17,1,1
80-84,2009,0.14,0.516,0.688,0.753,0.71,0.71,0.376,0.172,0.065,0.161,0.129,0.118,0.247,0.108,0.011,0.022,93,13,48,64,70,66,66,35,16,6,15,12,11,23,10,1,2
80-84,2010,0.082,0.447,0.565,0.635,0.647,0.647,0.365,0.118,0.071,0.094,0.259,0.106,0.2,0.094,0.012,0.0,85,7,38,48,54,55,55,31,10,6,8,22,9,17,8,1,0
80-84,2011,0.042,0.458,0.531,0.583,0.594,0.708,0.417,0.073,0.052,0.167,0.24,0.177,0.167,0.135,0.042,0.01,96,4,44,51,56,57,68,40,7,5,16,23,17,16,13,4,1
80-84,2012,0.068,0.398,0.476,0.573,0.573,0.641,0.33,0.078,0.097,0.194,0.233,0.194,0.194,0.175,0.019,0.0,103,7,41,49,59,59,66,34,8,10,20,24,20,20,18,2,0
80-84,2013,0.042,0.337,0.484,0.589,0.611,0.726,0.295,0.147,0.105,0.179,0.211,0.2,0.284,0.168,0.032,0.042,95,4,32,46,56,58,69,28,14,10,17,20,19,27,16,3,4
80-84,2014,0.118,0.265,0.382,0.441,0.441,0.603,0.147,0.118,0.059,0.279,0.279,0.279,0.176,0.279,0.0,0.0,68,8,18,26,30,30,41,10,8,4,19,19,19,12,19,0,0
80-84,2015,0.129,0.306,0.365,0.494,0.506,0.635,0.176,0.059,0.129,0.294,0.2,0.306,0.224,0.271,0.035,0.0,85,11,26,31,42,43,54,15,5,11,25,17,26,19,23,3,0
80-84,2016,0.064,0.269,0.372,0.41,0.474,0.731,0.205,0.103,0.038,0.333,0.192,0.397,0.205,0.333,0.064,0.013,78,5,21,29,32,37,57,16,8,3,26,15,31,16,26,5,1
80-84,2017,0.087,0.278,0.389,0.484,0.548,0.659,0.19,0.111,0.095,0.206,0.246,0.27,0.278,0.198,0.071,0.032,126,11,35,49,61,69,83,24,14,12,26,31,34,35,25,9,4
80-84,2018,0.105,0.347,0.452,0.54,0.589,0.669,0.242,0.105,0.089,0.202,0.21,0.25,0.242,0.202,0.048,0.008,124,13,43,56,67,73,83,30,13,11,25,26,31,30,25,6,1
80-84,2019,0.087,0.286,0.429,0.5,0.563,0.683,0.198,0.143,0.071,0.23,0.206,0.294,0.286,0.222,0.071,0.0,126,11,36,54,63,71,86,25,18,9,29,26,37,36,28,9,0
80-84,2020,0.172,0.379,0.466,0.586,0.638,0.638,0.207,0.086,0.121,0.207,0.155,0.259,0.259,0.207,0.052,0.052,58,10,22,27,34,37,37,12,5,7,12,9,15,15,12,3,3
80-84,2021,0.19,0.328,0.397,0.483,0.5,0.621,0.138,0.069,0.086,0.345,0.155,0.362,0.172,0.345,0.017,0.0,58,11,19,23,28,29,36,8,4,5,20,9,21,10,20,1,0
80-84,2022,0.111,0.222,0.333,0.458,0.472,0.625,0.111,0.111,0.125,0.306,0.222,0.319,0.25,0.306,0.014,0.014,72,8,16,24,33,34,45,8,8,9,22,16,23,18,22,1,1
80-84,2023,0.059,0.229,0.398,0.559,0.644,0.746,0.169,0.169,0.161,0.195,0.161,0.28,0.415,0.195,0.085,0.008,118,7,27,47,66,76,88,20,20,19,23,19,33,49,23,10,1
85-89,2002,0.469,0.561,0.602,0.612,0.633,0.204,0.092,0.041,0.01,0.051,0.316,0.071,0.102,0.02,0.051,0.0,98,46,55,59,60,62,20,9,4,1,5,31,7,10,2,5,0
85-89,2003,0.524,0.66,0.699,0.728,0.68,0.252,0.136,0.039,0.029,0.117,0.204,0.068,0.078,0.058,0.01,0.01,103,54,68,72,75,70,26,14,4,3,12,21,7,8,6,1,1
85-89,2004,0.57,0.785,0.797,0.823,0.747,0.253,0.215,0.013,0.025,0.089,0.165,0.013,0.038,0.013,0.0,0.013,79,45,62,63,65,59,20,17,1,2,7,13,1,3,1,0,1
85-89,2005,0.671,0.756,0.78,0.829,0.78,0.183,0.085,0.024,0.049,0.073,0.146,0.024,0.085,0.012,0.012,0.012,82,55,62,64,68,64,15,7,2,4,6,12,2,7,1,1,1
85-89,2006,0.379,0.603,0.707,0.81,0.724,0.5,0.224,0.103,0.103,0.19,0.086,0.103,0.207,0.103,0.0,0.0,58,22,35,41,47,42,29,13,6,6,11,5,6,12,6,0,0
85-89,2007,0.31,0.577,0.676,0.746,0.732,0.563,0.268,0.099,0.07,0.155,0.113,0.141,0.197,0.113,0.028,0.0,71,22,41,48,53,52,40,19,7,5,11,8,10,14,8,2,0
85-89,2008,0.241,0.602,0.735,0.783,0.699,0.639,0.361,0.133,0.048,0.181,0.12,0.096,0.193,0.084,0.012,0.012,83,20,50,61,65,58,53,30,11,4,15,10,8,16,7,1,1
85-89,2009,0.195,0.512,0.646,0.659,0.634,0.598,0.317,0.134,0.012,0.159,0.207,0.134,0.146,0.134,0.0,0.0,82,16,42,53,54,52,49,26,11,1,13,17,11,12,11,0,0
85-89,2010,0.106,0.447,0.494,0.541,0.518,0.635,0.341,0.047,0.047,0.224,0.259,0.2,0.118,0.176,0.024,0.012,85,9,38,42,46,44,54,29,4,4,19,22,17,10,15,2,1
85-89,2011,0.043,0.372,0.532,0.574,0.617,0.713,0.33,0.16,0.043,0.138,0.245,0.181,0.245,0.138,0.043,0.011,94,4,35,50,54,58,67,31,15,4,13,23,17,23,13,4,1
85-89,2012,0.067,0.481,0.558,0.635,0.673,0.692,0.413,0.077,0.077,0.096,0.231,0.135,0.192,0.096,0.038,0.0,104,7,50,58,66,70,72,43,8,8,10,24,14,20,10,4,0
85-89,2013,0.025,0.354,0.456,0.506,0.532,0.81,0.329,0.101,0.051,0.304,0.165,0.329,0.203,0.278,0.051,0.0,79,2,28,36,40,42,64,26,8,4,24,13,26,16,22,4,0
85-89,2014,0.077,0.205,0.359,0.449,0.564,0.731,0.128,0.154,0.09,0.256,0.179,0.372,0.359,0.256,0.115,0.0,78,6,16,28,35,44,57,10,12,7,20,14,29,28,20,9,0
85-89,2015,0.072,0.29,0.391,0.493,0.507,0.739,0.217,0.101,0.101,0.304,0.188,0.319,0.232,0.29,0.029,0.043,69,5,20,27,34,35,51,15,7,7,21,13,22,16,20,2,3
85-89,2016,0.053,0.223,0.309,0.415,0.489,0.681,0.17,0.085,0.106,0.287,0.223,0.362,0.266,0.287,0.074,0.043,94,5,21,29,39,46,64,16,8,10,27,21,34,25,27,7,4
85-89,2017,0.08,0.283,0.389,0.46,0.522,0.735,0.204,0.106,0.071,0.319,0.159,0.381,0.239,0.319,0.062,0.0,113,9,32,44,52,59,83,23,12,8,36,18,43,27,36,7,0
85-89,2018,0.112,0.28,0.355,0.411,0.486,0.664,0.168,0.075,0.056,0.308,0.206,0.383,0.206,0.308,0.075,0.0,107,12,30,38,44,52,71,18,8,6,33,22,41,22,33,8,0
85-89,2019,0.094,0.33,0.472,0.538,0.604,0.708,0.236,0.142,0.066,0.217,0.179,0.283,0.274,0.217,0.066,0.0,106,10,35,50,57,64,75,25,15,7,23,19,30,29,23,7,0
85-89,2020,0.047,0.209,0.302,0.372,0.395,0.651,0.163,0.093,0.07,0.302,0.302,0.326,0.186,0.302,0.023,0.023,43,2,9,13,16,17,28,7,4,3,13,13,14,8,13,1,1
85-89,2021,0.146,0.25,0.396,0.5,0.521,0.688,0.104,0.146,0.104,0.354,0.125,0.375,0.292,0.333,0.042,0.021,48,7,12,19,24,25,33,5,7,5,17,6,18,14,16,2,1
85-89,2022,0.06,0.194,0.299,0.433,0.493,0.701,0.134,0.104,0.134,0.269,0.239,0.328,0.299,0.269,0.06,0.015,67,4,13,20,29,33,47,9,7,9,18,16,22,20,18,4,1
85-89,2023,0.064,0.282,0.487,0.564,0.628,0.744,0.218,0.205,0.077,0.192,0.179,0.256,0.346,0.192,0.064,0.0,78,5,22,38,44,49,58,17,16,6,15,14,20,27,15,5,0
90+,2002,0.627,0.78,0.797,0.831,0.78,0.237,0.153,0.017,0.034,0.085,0.136,0.034,0.068,0.017,0.017,0.017,59,37,46,47,49,46,14,9,1,2,5,8,2,4,1,1,1
90+,2003,0.509,0.632,0.702,0.754,0.754,0.263,0.123,0.07,0.053,0.035,0.211,0.035,0.158,0.0,0.035,0.018,57,29,36,40,43,43,15,7,4,3,2,12,2,9,0,2,1
90+,2004,0.623,0.803,0.82,0.902,0.787,0.279,0.18,0.016,0.082,0.131,0.082,0.016,0.115,0.0,0.016,0.0,61,38,49,50,55,48,17,11,1,5,8,5,1,7,0,1,0
90+,2005,0.543,0.674,0.717,0.761,0.717,0.261,0.13,0.043,0.043,0.087,0.196,0.043,0.087,0.043,0.0,0.0,46,25,31,33,35,33,12,6,2,2,4,9,2,4,2,0,0
90+,2006,0.605,0.767,0.86,0.884,0.814,0.326,0.163,0.093,0.023,0.116,0.07,0.047,0.116,0.047,0.0,0.0,43,26,33,37,38,35,14,7,4,1,5,3,2,5,2,0,0
90+,2007,0.409,0.705,0.727,0.773,0.682,0.432,0.295,0.023,0.045,0.182,0.136,0.091,0.068,0.091,0.0,0.0,44,18,31,32,34,30,19,13,1,2,8,6,4,3,4,0,0
90+,2008,0.188,0.521,0.667,0.75,0.667,0.646,0.333,0.146,0.083,0.229,0.104,0.146,0.229,0.146,0.0,0.0,48,9,25,32,36,32,31,16,7,4,11,5,7,11,7,0,0
90+,2009,0.047,0.372,0.442,0.488,0.442,0.674,0.326,0.07,0.047,0.279,0.279,0.233,0.116,0.233,0.0,0.023,43,2,16,19,21,19,29,14,3,2,12,12,10,5,10,0,1
90+,2010,0.1,0.44,0.58,0.58,0.54,0.64,0.34,0.14,0.0,0.2,0.26,0.16,0.16,0.14,0.02,0.0,50,5,22,29,29,27,32,17,7,0,10,13,8,8,7,1,0
90+,2011,0.12,0.48,0.58,0.66,0.72,0.78,0.36,0.1,0.08,0.18,0.1,0.24,0.24,0.18,0.06,0.0,50,6,24,29,33,36,39,18,5,4,9,5,12,12,9,3,0
90+,2012,0.14,0.351,0.439,0.561,0.561,0.544,0.211,0.088,0.123,0.158,0.281,0.158,0.228,0.14,0.018,0.0,57,8,20,25,32,32,31,12,5,7,9,16,9,13,8,1,0
90+,2013,0.102,0.288,0.407,0.492,0.525,0.61,0.186,0.119,0.085,0.203,0.271,0.237,0.254,0.186,0.051,0.017,59,6,17,24,29,31,36,11,7,5,12,16,14,15,11,3,1
90+,2014,0.05,0.267,0.383,0.483,0.483,0.8,0.217,0.117,0.1,0.383,0.133,0.383,0.233,0.367,0.017,0.0,60,3,16,23,29,29,48,13,7,6,23,8,23,14,22,1,0
90+,2015,0.102,0.367,0.408,0.449,0.49,0.612,0.265,0.041,0.041,0.265,0.245,0.306,0.122,0.265,0.041,0.0,49,5,18,20,22,24,30,13,2,2,13,12,15,6,13,2,0
90+,2016,0.03,0.299,0.373,0.418,0.493,0.896,0.269,0.075,0.045,0.433,0.075,0.507,0.194,0.433,0.075,0.0,67,2,20,25,28,33,60,18,5,3,29,5,34,13,29,5,0
90+,2017,0.107,0.274,0.405,0.452,0.512,0.69,0.167,0.131,0.048,0.31,0.179,0.369,0.238,0.31,0.06,0.012,84,9,23,34,38,43,58,14,11,4,26,15,31,20,26,5,1
90+,2018,0.062,0.247,0.433,0.505,0.546,0.763,0.186,0.186,0.072,0.278,0.175,0.32,0.299,0.278,0.041,0.021,97,6,24,42,49,53,74,18,18,7,27,17,31,29,27,4,2
90+,2019,0.101,0.303,0.438,0.483,0.551,0.674,0.202,0.135,0.045,0.225,0.225,0.292,0.247,0.225,0.067,0.011,89,9,27,39,43,49,60,18,12,4,20,20,26,22,20,6,1
90+,2020,0.027,0.243,0.324,0.432,0.541,0.811,0.216,0.081,0.108,0.297,0.162,0.405,0.297,0.297,0.108,0.0,37,1,9,12,16,20,30,8,3,4,11,6,15,11,11,4,0
90+,2021,0.063,0.313,0.396,0.479,0.563,0.75,0.25,0.083,0.083,0.271,0.167,0.354,0.25,0.271,0.083,0.0,48,3,15,19,23,27,36,12,4,4,13,8,17,12,13,4,0
90+,2022,0.061,0.204,0.286,0.367,0.388,0.714,0.143,0.082,0.082,0.408,0.204,0.429,0.184,0.408,0.02,0.0,49,3,10,14,18,19,35,7,4,4,20,10,21,9,20,1,0
90+,2023,0.089,0.222,0.335,0.5,0.532,0.589,0.133,0.114,0.165,0.203,0.266,0.234,0.31,0.203,0.032,0.013,158,14,35,53,79,84,93,21,18,26,32,42,37,49,32,5,2
